instagram_comments,offensive_language,offensiveness_levels,hate_speech
Eu não achei nenhuma matéria que fala isso se você Carla tem prova como você falou te desafio a posta o link que comprova isso agora como fala o presidente nepotismo cruzado e crime ne https://www.tercalivre.com.br/nabhan-garcia-e-carla-zambelli-violam-constituicao-com-nepotismo-cruzado/ responda isso e matricular filho em colégio militar sem fazer prova e crime ne e o mesma coisa de passa em concurso sem fazer prova e um de respeito às crianças que estudam almejando uma vaga e você usa usa influencia pra burla https://www1.folha.uol.com.br/educacao/2019/09/filho-de-carla-zambelli-e-matriculado-em-colegio-militar-sem-prestar-concurso.shtml,0,0,0
A Dilma chilena 🤢🤢🤢🤮🤮,0,0,0
Queria mas dinheiro???,0,0,0
Exatamente!!,0,0,0
"A gente não precisa da sua pena, tenha pena do seu país que não tem florestas!!!",0,0,0
#EmPauta Andreia Sadi! Vai firme presidente...sempre defendendo a nossa soberania...estamos resgatando o Brasil que estava sendo entregue ...,0,0,0
A pergunta é excelente!!,0,0,0
Verdade Carla!,0,0,0
I💰 manda pra ela e diz que foi presente de uma pessoa com as iniciais LILS via OAS para ver se ela sabe quem foi,0,0,0
"Boa pergunta, #CarlaZambelli!!!!",0,0,0
Boa pergunta!!!,0,0,0
Esquerda no mundo é assim???,0,0,0
Com dinheirinho no bolso a senhorinha perde o amor pelo povo Brasileiro.,0,0,0
"Bom dia Carla.comentei na sua pagina,sobre está tal de Bachelet,mas escrevi sem apontuação ficou um tanto esquesito,escrevi 👏👏👏 carla musa do psl,ai veio o meu comentario,descupa sou teu fá.",0,0,0
"Me dá pena também, de ver o seu país hoje em dia!!",0,0,0
Uma boa pergunta!!,0,0,0
Arrasou com o Chile agora o Chile está com crescimento lá em cima ainda quer dar pitaco aqui,0,0,0
"Quem é essa, mesmo? Hummmm",0,0,0
Pois é 🤔,0,0,0
Porque sera que ela diz ter pena? Se analisar bem isso pode ser visto como uma ameaça.,0,0,0
"Viva Bolsonaro! Moro Herói Nacional!! Recorde de empregos, menor taxa Selic, maior infraestrutura, privatização! Viva o Novo Brasil!!",0,0,0
Dilma chilena kkkkk,0,0,0
Concordo plenamente,0,0,0
Pior presidente do Chile !,0,0,0
É de esquerda? Sem explicações.,0,0,0
Isso mesmo Carla...boa pergunta... Pq em bachelet,0,0,0
Boa!!!,0,0,0
Ô Bachelet....,0,0,0
#euapoioleiantecrimesergiomoro #euapoiolavajato,0,0,0
Verdade,0,0,0
Verdade,0,0,0
Ela deveria dizer. TÔ PREOCUPADA COM A LAVA JATO DO BRASIL NA MINHA COLA,0,0,0
Devia ter tido pena ANTES... bem ANTES 🤬,0,0,0
Sem comentários!,0,0,0
Você deveria ter pena quando éramos governados pelo PT agora não temos um presidente e uma equipe de ministros que estão reconstruindo o Brasil devolvendo a credibilidade estabelecendo a economia e a justiça apesar de aínda ter resquícios desse antigo governo 👎. 🙏🇧🇷,0,0,0
Deveria ter pena da Venezuela !!!!,0,0,0
Verdade temos a pergunta.,0,0,0
"Senhora, Tenha pena da esquerda, porque com a direita está tudo certo. 👍🏻🤘🤘🤘🤓",0,0,0
"O PT fez um super aparelhamento !Mas caiu tudo por terra ,graças a Deus ,e vai cair mais ainbbz",0,0,0
🤔Porque será? 🤷,0,0,0
👏👏👏 Boa pergunta ...queria que ela respondesse,0,0,0
Exatamente!,0,0,0
"Por que, queridinha? 🤡🤡🤡🤡",0,0,0
"Eita ferro,kkkkk",0,0,0
Simples assim,0,0,0
Verdade !,0,0,0
Boa pergunta,0,0,0
Gente e o que tem a se comemorar pela invasão da Polônia? Prezado deputado o Sr sabe pq é por quem a Polônia foi invadida??,0,0,0
Queria saber como alguém em sã consciência comemora o início de uma guerra que matou milhões?!!!!!😱😱🤮🤮😠😠,0,0,0
É sério isso??? Comemorando a invasão nazista?????,0,0,0
"Tem que ter em todas escolas de Brasília , principalmente as mais carentes isso sim ,",0,0,0
Oficialmente nazistas???,0,0,0
Alinhamento com o pensamento nazista? Pq no Brasil já é claro que defende torturador.,0,0,0
Você está comemorando a invasão de Nazistas? É isso mesmo?,0,0,0
É sério isso? Invasão da Alemanha nazista na Polônia?,0,0,0
Comemorar a invasão da Polônia? É um absurdo a falta de conhecimento da história!,0,0,0
Candidato a embaixador comemorando o massacre que a Alemanha nazista fez quando invadiu a Polônia.,0,0,0
Que as escolas sao militarizada,0,0,0
Comemorando a invasão Nazista na Polônia? Hum...,0,0,0
"Sessão solene pela invasão da Polônia??? Que isso?!!!! 😟 Bah, que decepção.",0,0,0
É sério que estão comemorando a invasão dos nazistas????? Caramba...... Decepção!!!!!!!,0,0,0
Isso é sério???? 🤮🤮🤮🤮🤮,0,0,0
Tentando entender aqui pq uma solenidade (q alude à comemoração) à invasão nazista na Polônia????,0,0,0
Comemorando a invasao da Polonia pelos nazistas do hitler???,0,0,0
"Os inteligente na pista kkkk o que mais que a galera sabe me contam eu não sabia dessa será que sou burra, a não eu não estava lá na guerra opis",0,0,0
So fa dessa familia Bolsonaro👏👏❤️,0,0,0
Muita honra tua participação na sessão e recebê-lo na Embaixada da Polonia para um almoço! Grande abraço.. @bolsonarosp,0,0,0
"Acabei de ver um print dessa postagem com a seguinte legenda: Parece piada, mas é sério. Ele está comemorando a invasão da Polônia pelo exército da Alemanha de Adolf Hitler!!! A Polônia foi invadida pelos Nazistas em 1 de setembro de 1939, deflagrando a Segunda Guerra Mundial. Somente um fascista comemoria esta data. Aliás, Hitler sempre foi admirado por pessoas radicais, fascistas e de partidos de extrema direita. Ri e não foi pouco!!! 😂😂😂😂😂😂😂",0,0,0
É o Brasil rumo à civilização!,0,0,0
"Pena que não virão a Salvador. As crianças do Colégio Militar daqui sonham com a presença de vcs. Mas devido as richas políticas, acho difícil.",0,0,0
Vamos encher o congresso de militares!! Partiu!! 🇧🇷😝😝😝,0,0,0
"Minha filha vai fazer 15 anos e esse ano ela vai fazer a prova p colégio militar... Ela só estuda, o dia inteiro.. Mas para o colégio São 25 vagas para filhos de PM e 3 para ampla concorrência... Poderia ser mais justo para todos ... É o sonho dela estudar no colégio militar aqui no RJ, mas é muito difícil... Espero que ela não fique tão decepcionada caso não consiga!!! Tenho fé🙌",0,0,0
Melhor colégio 😍,0,0,0
"Precisamos aumentar os colégios militares para outros Estados e cidades , melhor educação e civismo",0,0,0
Ah votei bolsonaro mas nao vou fica apaixonado nao blz,0,0,0
"Cara, você tem noção de quem ordenou essa invasão da Polonia!?!?🙁😣",0,0,0
"Estou impressionada, ouvi um pequeno trecho da Hora do Brasil e parecia a imprensa esquerdista: só falaram mal do Presidente! Relataram as opiniões de vários políticos petistas, todos criticando imensamente tudo! Quem controla a imprensa oficial? É a Rede Globo, a Veja? Porque não diferiu em nada! Fiquei boquiaberta! Foi hoje!",0,0,0
A Polônia foi invadida pelo exército nazista. Qual a razão de comemorar???,0,0,0
Parabéns,0,0,0
Futuros gestores do Brasil! Avante bolsonaro! Segue o plano,0,0,0
Você é lindo em todos os aspectos! Oro para que seja feita a vontade do Senhor Deus em sua vida: você ser o nosso embaixador nós Estados Unidos.,0,0,0
"Não entendi o post. Está enaltecendo a invasão da Polônia pelos alemães que culminou na maior guerra planetária da história, com opressão a judeus, ciganos, negros e homossexuais?",0,0,0
"Vovó Sarah escapou da Polônia, escondeu-se na França por 5 anos, foi a Israel e finalmente aportou em Santos onde até hoje é uma das figuras mais interessantes que já conheci",0,0,0
Amo muito vocês❤️❤️,0,0,0
Essas são as tradições que devemos manter,0,0,0
"Lindo de se ver, essas crianças se preparando para um futuro militar 👏👏👏👏👏",0,0,0
"Parabéns deputado. Obrigada pela atenção com o meu filhote e com toda essa geração que precisa de bons exemplos. O meu filho é aquele de boina vermelha, o mais bonito de todos kkkkk ficou extremamente honrado em conhece -lo. Sucesso",0,0,0
"Espera aí a comemoração é sobre a invasão da Polônia, estão comemorando todo o genocídio que foi a invasão e tbm a segunda guera ????",0,0,0
Então nos combinamos em algunha coisa. Você voltou no tempo. Segunda guerra mundial. O . beijos. 💋 ❤ ❤ ❤ ❤,0,0,0
lindos,0,0,0
Olha eu aí! Kkkkkkk,0,0,0
Parabéns para essas guerreiras corajosas,0,0,0
É o colégio militar dos bombeiros.,0,0,0
@jairmessiasbolsonaro @bolsonarosp venha visitar o CM de campo grande MS.,0,0,0
"sou formado em medicina pelo you tube, qual o problema.. até agora nenhum paciente que operei voltou do tumulo pra reclamar...kkkk",0,0,0
Você faz trabalho de verdadeiro patriota ...por isso sempre achei seu lugar no Brasil 🇧🇷🇧🇷🇧🇷,0,0,0
LINDOS,0,0,0
"Tudo certo, mas a invasão da Polônia, pelo que me consta foi em 01/09/1939 e não em 27 de agosto",0,0,0
Melhor oportunidade da minha vida!❤️,0,0,0
Interessante!,0,0,0
Greve contra os anunciantes da Globo! Sem isso esses posts não vão adiantar quase nada,0,0,0
Lindos que todos abençoados e protegidos de todo mal em nome de Jesus amém🙌🏻🙏🏻🌹✨✨✨,0,0,0
Maravilha. Alagoas precisa de escolas desse porte.,0,0,0
"Boa noite meu deputado , verifica por gentileza o fundo de contratação para imóveis minha casa minha vida da caixa , pois está sem verba já faz um mês .. todos os construtores e corretores estamos sofrendo muito com essa situação!!",0,0,0
Amooo.Meu neto estuda no de BH...excelente Colégio.,0,0,0
"Bolsonaro, deveria abrir muitas escolas militares.Com certeza, as crianças seriam mais disciplinadas.",0,0,0
Parabens,0,0,0
Grande Eduardo!👏👏👏,0,0,0
Cinco homens foram pegos em flagrante hoje cortando árvores e portando vários galões de gasolina . A delegada deu entrevista e os liberou ??? Que exemplo é esse numa hora dessas ???????,0,0,0
Meu sonho é ter um parente num colégio militar,0,0,0
Precisamos uma visita de vocês no CMR COLÉGIO MILITAR DE RECIFE!,0,0,0
"Os meus adolescentes pertencem a esse colegio, muito orgulho dos mekinis que sao, conhecem a disciplina, o respeito aos colegas e professores, a determinaçao pra conquistar o que querem. Isso nao tem preço!! Respindendo o poster acima, existem negros sim, so que eles chegaram ao colegio por merito oassaram num concurso, no CM nao existe cota. Entendeu ou quer que desenhe!!🇧🇷🇧🇷🇧🇷👏👏",0,0,0
Rede Pública= Escola Militar🙏Já!!,0,0,0
Foi emicionante !Adorei a palestra.Muito aprendizado,0,0,0
Queremos mais colégios MILITARES..,0,0,0
@valeriachaves3 Prima olha quem tá ali na foto.,0,0,0
VEJA,0,0,0
KD a votação da PL 3723/2019,0,0,0
Projeto para ter um desses em cada cidade Brasileira..ai sim o futuro estara garantido..,0,0,0
Tem que criar escolas militares em todos Estados e municípios ..👏👏👊🇧🇷,0,0,0
"Lindos, parabéns👏👏👏👏 amo❤️",0,0,0
"Tenho muito orgulho dessa colégio,meus filhos estudam no CMB... Meu coração é só gratidão 🇧🇷",0,0,0
Me orgulho de ver estes garotos,0,0,0
"Que coisa linda nunca tinha visto ,espero que o presidente fassa um aqui em SP GUARULHOS",0,0,0
Q coisa mais linda,0,0,0
Geração salva🙏,0,0,0
Verdadeiro futuro da NAÇÃO 👏👏👏👏👏👏👏👏🇧🇷🇧🇷🇧🇷🙏🙏🇧🇷🙏🙏,0,0,0
@lucasdaviss07 olha só !!!,0,0,0
É só eu que acho que uns 80% é do oitavo?,0,0,0
Seria bom se todos os colégios fossem dessa maneira 👏👏,0,0,0
Nosso furo está com eles. Parabéns,0,0,0
"e o Dólar a 4,19?! hummm Dilma já saiu..",0,0,0
Eu estudo lá e posso te garantir que tem!,0,0,0
"São as melhores escolas, parabéns meu presidente. O BRASIL está precisando de uma reforma em todos os sentidos. Queremos um novo BRASIL..💪🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🛐🛐🛐",0,0,0
Pena que não tem vagas pra todos os alunos!,0,0,0
"Ou melhor, pena que todas as escolas não tenham a mesma qualidade! Pois todos os alunos têm direito de estudar em escola de qualidade!",0,0,0
"Nesse quesito, os filhos de militares saem na frente! Pois tem vaga garantida!",0,0,0
Isso é História! Obrigada Deputado Eduardo Bolsonaro!🇧🇷🇧🇷🇧🇷,0,0,0
Como eu queria um Colégio militar em cada cidade.,0,0,0
Que fofos,0,0,0
Foto linda👏👏👏👏😍😍😍,0,0,0
Tenho orgulho dos colégios militares . Moro em Manaus . Meu filho estudou no Colégio Militar quando tinha 11 anos . Hoje ele é um homem de valores e princípios . Minha neta tá se formando tem no Colégio Militar e ama a escola . Com mto orgulho ! 👏👏👏👏👏💚💛,0,0,0
Se a Pátria querida for envolvida,0,0,0
@bolsonarosp ...exatamente assim que tem q ser nas escolas...pede pro Capitão colocar isso em vigor ...abraço,0,0,0
"Linda imagem o futuro do nosso Brasil, nossas crianças ♥️",0,0,0
Esse é o verdadeiro futuro!! O melhor caminho para os nossos jovens!!👏👏💪,0,0,0
"Oi, vc vai ser diplomata estudando pelo youtube? Vc podia me ajudar a tornar médica. Sou formada em 14 temporada em gray’s anatomy. Obrigada.",0,0,0
Próximo presidente depois da reeleição do Bolsonaro..👏👏,0,0,0
DEUS acima de tudo e de todos,0,0,0
É a vez da”DIREITA”.,0,0,0
Por mais colégios militares espalhados pelo Brasil 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,0,0,0
@ronaldocaiado Vamos abrir mais colégios militares em Goiânia 😀,0,0,0
😍🇧🇷 É gratificante ter um filho no Colégio Militar. Muita diferença 🇧🇷😍... Venha conhecer o IICPM quando puder...👏👏👏👏👏,0,0,0
Oiee poderia nos divulgar?❤️,0,0,0
Quem conhece as Escolas militares sabe o valor que elas tem na formação de nossos jovens.,0,0,0
Que lindo adorei,0,0,0
@bolsonarosp como eu queria que na minha cidade tivesse escola militar...,0,0,0
Que mulheres que nos orgulham 👏👏👏👏👏👏,0,0,0
💪🇧🇷🇧🇷novo Brasilllll,0,0,0
Que lindas as crianças muito bem trajadas!!!,0,0,0
Lindos 👏👏👏 que Orgulho 😍😍😍,0,0,0
Excelente!,0,0,0
Que farda linda!!!👏👏👏👏😍,0,0,0
Lindos!,0,0,0
como eu gostaria q tivesse esse colégio em todo o Brasil. 💗,0,0,0
👏👏👍🇧🇷QUI legal! Nunca vi a Câmara tão visitada💚💛LINDOS 👏,0,0,0
Quem dera que todos os colégios 🏫 pudessem ser militarizados. 👏👏👏👏👏👏👏👏👏👏👏👏👏,0,0,0
Tem que existir essas escolas uma delas pelo menos em cada bairro de São Gonçalo pois o município de São Gonçalo está abandonado,0,0,0
Qui lindo estava precisando de uma educaçao de qualidade no nosso paiz graças ao nosso presidente isto está acontecendo,0,0,0
Cenas como essa dão um pouco de esperança sobre os nossos jovens...,0,0,0
Vamos voltar a pauta #reformadaprevidencia e #vetaleiabusodeautoridade 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0
Lindos um colírio para todos!🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0
Que orgulho olha a postura desses alunos 🇧🇷🇧🇷🇧🇷🇧🇷❤️🙏💓💓💓,0,0,0
Meu sonho minha filha estudar no colégio militar. Lindos meninas e meninas! Avante pelo Brasil Bolsonaros!,0,0,0
"Cara, eu era esquerdista quase doente até dois anos atrás. Até o dia que notei que meus amigos mais cultos e inteligentes estavam todos ficando a favor de Jair bolsonaro. Foi quando decidi pesquisar por mim mesmo as notícias, os fatos, etc. E descobri que a mídia distorcida quase tudo que seu pai falava. Corri atrás mais ainda, descobri a verdade por detrás do jogo, convenci numa família inteira a ficar do lado do seu pai, e hj somos 100% bolsonaro. Cara, eu odiava seu pai. Na moral. Pra vc ver como o jogo sempre pode mudar. Fiquem tranquilos. O Brasil está abrindo os olhos e a grande mídia não nos engana mais. TMJ até o fim! ✊✊🇧🇷🇧🇷🇧🇷🇧🇷",0,0,0
"Colégio militar deveria se estender pelo País: disciplina, Patriotismo, Cultura e ensino de qualidade!",0,0,0
ok colejo Militar de grande estilos categorias se,0,0,0
Essa foto ficou bonita,0,0,0
N apareci,0,0,0
"Eduardo bolzo - Antes das eleicoes: vamos nomear somente por perfil técnico. Depois: para ser embaixador, estou estudando historia pela internet. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 hahahahahahahahahahahahahahahahahahahahahahahahahahahahahah",0,0,0
E os médicos brasileiros formados fora nadaaaaaaaaa,0,0,0
"Minha filha estudou em colégio militar a vida toda, desde o pré e sinceramente foi a melhor opção que nos fizemos. Só orgulho de completar a educação dela dentro do que é ter ordem e disciplina.",0,0,0
Parabéns Deputado. 👏👏👏💙,0,0,0
Lindo😘 e esses baixinhos😚😚😚,0,0,0
Colégio Militar! Orgulho!,0,0,0
"Bom seria se todo Brasil tivesse a mesma educação oferecida em Brasília. Aliás, tudo que é oferecido em Brasília. Só temos as raspas. Eu torço por uma educação melhor em todos os estados. 🚩",0,0,0
Amo demais 😍😍👏👏🇧🇷🇧🇷,0,0,0
Meu filho estuda no CMB!! O melhor colégio com o melhor ensino de Brasília!!!,0,0,0
Parabéns 👏👏👏🙏🙏🇧🇷🇧🇷🤔😘😍,0,0,0
