id,comentario,anotator1,anotator2,anotator3,label_final,links_post,account_post
3297,"@g.srod total relação! O Haddad e o ""companheiro @geraldoalckmin_ "" são os (ir) responsáveis por isso! Eles falam de economia porém, na verdade é sobre essa burguesia sempre querer definir o que pobre pode ou não consumir. Eles querem ser donos até do desejo das pessoas, decidir até sobre isso! O Haddad é uma burguês privilegiado trabalhando para garantir seu privilégio intacto!",1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3298,4 anos de governo do bozó parecendo um caldeirão do infern0. Inelegível nunca mais!,1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3299,"@politicacincera sincera com c. À farsa prevalece até na escrita desse desgoverno, muito triste!",1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3300,"O meu pais tem potencial de expansão, Não são comentarios de Javier Milei sobre o ocidente está em perigo ou a classificação do meu pais como inseguro pelos Eua para o turismo principalmente no Rio e são paulo coincidentemente em Janeiro de 2024.Isso são tentativas de manipular a população mesmo usando alguns fatos, estão estimulando a não investirem no meu pais para parar o crescimento do meu pais em meio a ascenção da inteligência artificial e os investimentos em educação.Por meio da educação vem a inovação são as duas armas para mudar o pais.O meu pais estimulara o yurismo a educação e a inovação esse é o momento aproveitarmos o boom da inteligência artificial e mudar o pais.Pedir a ajuda de Bill Gates para investir na internet gratuita e assim termos acesso a informações para a inovação ,ou convencê-lo a abrir um novo empreendimento no pais, através dele virá outros investidores internacionais a hora do pais mudar é agora.""Turismo internacional disparou 62,7% no Brasil em 2023 Argentina foi a origem de quase 32% dos 5,9 milhões de turistas estrangeiros que entraram no país no ano passado, seguida por Estado""",1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3301,Soca essa sua democracia no C... Viva dia 8 de janeiro,1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3302,Porra....sem essa de devolver isenção pro pastores mercenari0s....não dá pra engolir isso.,1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3303,"Vai arregar pros pastores, Haddad? Vc realmente acha que eles vāo deixar de perseguir a esquerda?",1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3304,@rdcluciane se vc acreditou uma única vez em lula é sinal que você já foi enganada!,1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3305,"@marcos_chuma_ Marcos eu já acreditei que o Tarso Genro não ia se candidatar para governador, não gosto que vc limite meu papel de trouxa na vida hahahahahahaha",1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3306,"@marinitomazi Basta assistir a invasão do MST, foi bem pior!",1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3307,Fui taxada! Êita governo pra corno!,1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3308,Reajuste injusto ! Será essa a política atual ? Não será pai dos pobres ... daqui a pouco se continuar assim será pai dos miseráveis. Queremos um reajuste justo !!! Os Aposentados e pensionistas desse Brasil estão sempre injustiçados... entra governo e sai governo e nada muda !! Só pioram as coisas . Desse jeito não vale a pena contribuir p previdência... pois o salário é de fome e o reajuste salarial o menor possível . Esse é o Brasil justo que o senhor nos prometeu???,1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3309,"@fernandohaddadoficial, é sério que vc criou um grupo de estudos para manter a isenção para pastores? É, estamos reféns dessa turma mesmo. Vc dá isenção a eles e vai cobrar o que faltar de nós, parece até brincadeira. Esse país não é para amadores. Se der isenção a essa gente meu voto não tem nunca mais, simples assim.",1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3310,"Quere tirar a PERSE é um tapa na cara de quem votou em vcs !!! A minha empresa de eventos praticante faliu na pandemia , até hoje tô pagando dívidas . Absurdo isso !!! Uma conquista e um direito adquirido que você quer tirar .",1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3311,"Ae, não vai dar moleza pra pastor não, né? Cortou e isenção absurda dos mercadores da fé, agora tem que manter!!!!",1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3312,@eusoudejaparatuba me explica como foi armação se só tinha patriotári4 lá? Vcs tem que pensar um pouco!,1,0,1,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3313,"A Gente Sabe, Quem Realmente Deu O Golpe Seu verme",1,1,0,1,https://www.instagram.com/p/C114G1zNdjW/,Fernando Haddad
3314,"Com a dilma vocês queriam estocar vento, agora com o taxad devem querer é taxar o ar que respiramos também para bancar o governo",1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3315,Destruidor do comércio on-line!,1,1,0,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3316,Comédia isso? Imposto e mais imposto e cada vez o povo mais pobre.,1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3317,Estão acabando com a economia do país. Deixando o pobre cada vez mais pobre.,1,1,0,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3318,É isso que vcs querem o povo empregado sendo pau mandado,1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3319,Odeio esse vídeo e esse apresentador agora tmb,1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3320,@renato_tavares_3000 não vou te responder pq n tempo advogado e posso virar racista com minha resposta mais ele recebeu 50 reais pra grava esse vídeo mentindo,1,1,0,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3321,Previsibilidade????? Gastando muito mais do que arrecada?! De novo nas mãos de péssimos gestares de dinheiro público! A farra voltou com tudo!,1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3322,Deve está recebendo muito para está mentindo 😂😂😂😂,1,1,0,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3323,Tá no rumo da desgr@ça!!,1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3324,Kkkkkkkkkkkkk piada e mais piada pqp,1,1,0,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3325,"Só se for a roda do teu cu girando, não a da economia 😂",1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3326,Que canseira só mentira.,1,1,0,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3327,Revoltante . Abandonar seus pares . Entregar ao inimigo . E o juramento ?,1,1,1,1,https://www.instagram.com/p/C4xe8v1L1WE/,Eduardo Bolsonaro
3328,"Repórter só serve pra passar vergonha, com a inteligência limitada 😂😂😂😂😂😂",1,1,1,1,https://www.instagram.com/p/C49gDoVL70H/,Eduardo Bolsonaro
3329,"Eles não aprendem , Flávio dino foi bater papo traficante e ninguém perguntou como entrou e saiu aonde nem a polícia entra",1,1,1,1,https://www.instagram.com/p/C49gDoVL70H/,Eduardo Bolsonaro
3330,"Obaaaaaa. Por na parede de casa... Espantar os mosquitos, baratas e outros insetos...",1,1,1,1,https://www.instagram.com/p/C5QuPgVxEbq/,Gleisi Hoffmann
3331,@andersonwanze só perguntar sua mãe que tá aí do deu lado. Sai da casa de mamãe muleque!,1,1,1,1,https://www.instagram.com/p/C5QuPgVxEbq/,Gleisi Hoffmann
3332,@lusilenegaspargaspar O RIVOTRIL SENHORA ESQUECEU MESMO 😂😂😂😂😂,1,0,1,1,https://www.instagram.com/p/C5ZLiSBPgFa/,Gleisi Hoffmann
3333,Aprendeu a mentir direitinho,1,0,1,1,https://www.instagram.com/p/C5ZLiSBPgFa/,Gleisi Hoffmann
3334,@mariamenezes3258 nem vc acredita nestas bobagens,1,0,1,1,https://www.instagram.com/p/C5ZLiSBPgFa/,Gleisi Hoffmann
3335,"Esse governo está ótimo 👏🏻 De um lado o pior presidente e do outro o pior ministro, mais perdido do que cego em tiroteio",1,0,1,1,https://www.instagram.com/p/Cy56zeNLzPE/,Fernando Haddad
3336,"Deve ser brabo, ter que passear por aí, com tanta mentira embaixo do tapete prestes a ser varrida!",1,0,1,1,https://www.instagram.com/p/Cy56zeNLzPE/,Fernando Haddad
3337,Dois desqualificado sem qualidade nenhuma,1,0,1,1,https://www.instagram.com/p/Cy56zeNLzPE/,Fernando Haddad
3338,"Ah eu adoro mesmo. Estamos esperando o Lula tomar propriedades e colocar moradores de rua nelas. Se vc tem uma casa com três cômodos, se cuide. Os "" comunas "" estão chegando",1,0,1,1,https://www.instagram.com/p/Cy56zeNLzPE/,Fernando Haddad
3339,"@tiago_araujo90 empresas que faziampequenas mutretas, prejudicando o mercado interno. Será que não raciocina cara????",1,1,0,1,https://www.instagram.com/p/Cy56zeNLzPE/,Fernando Haddad
3340,"@brunno_slopes Né isso cara, comentário sensato. Parabéns, uma coisa é apoiar esse governo, outra coisa é ser gado cego e idólatra cara. Esse povo é louco, se lula mandar eles se jogarem de cima de um prédio, acho que eles se jogam viu",1,0,1,1,https://www.instagram.com/p/Cy56zeNLzPE/,Fernando Haddad
3341,O pior Econômica. Vocês vão quebrar o Brasil,1,0,1,1,https://www.instagram.com/p/Cy56zeNLzPE/,Fernando Haddad
3342,"Inequivocamente Lula demonstra de forma cabal ter importante déficit cognitivo e que por esta e outras parece não estar apto a ser o presidente do Brasil. Triste Brasil que só anda de ré ou no máximo de lado. ""William Waack: Ao atacar Israel, Lula escolhe falar grosso e arruinar credibilidade da política externa Postura atual do Brasil no conflito na Faixa de Gaza, igualando israelenses ao Hamas, limita as opções da diplomacia depois da fase aguda do conflito""",1,1,1,1,https://www.instagram.com/p/Cy56zeNLzPE/,Fernando Haddad
3343,@suelenbayer.arq tu já levou pau no cuzinho do namorado hoje?,1,1,0,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
3344,"Aumentar maaaais imposto da shein? Tomem vergonha na cara, e parem de querer prejudicar o pobre @fernandohaddadoficial @lulaoficial",1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3345,Não tem credibilidade alguma!!!,1,1,0,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3346,Ninguém respeita vocês!!!,1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3347,"O interessante que vc entra na página de alguém é só lê críticas, como uma pessoa dessa representa um governo ?? Só mostra o quanto é um governo de mentira. Na verdade o governo fechou com rombo de 243 milhões, faz o L!!!!",1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3348,Só pode ser piada este vídeo! Que vergonha,1,1,0,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3349,Manda esse moleque fazer uma pesquisa sobre 14 anos de corrupção do PT e veja se ele quer fazer algum comentário sobre o assunto,1,1,0,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3350,"Ok esperança de Rouanet, não respondo mais trabalho não fico as custas do povo. Boa sorte.",1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3351,Eu não consegui nem abrir o áudio desse vídeo kkkkkkkkkkkkkkkkkkkk vão pro inferno.,1,1,0,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3352,"Eles fizeram de palahaco, a galera deve tá arrependida.",1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
3353,@mimimelo13 boa sorte iremos precisar e da próxima vez usa uma conta de verdade e mostra o seu rosto se você esta tão convicta assim em vez de usar perfil fake 😅,1,1,0,1,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro
3354,Problema é seu se quer continuar sendo manipulada nao tenho nada haver com sua vida! Cada um sabe o que é melhor para si! Seja feliz!,1,0,1,1,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro
3355,alvesdossantos_carla e dá tempo??? É só o minto aparecer fazendo nada de sempre que a manada vem correndo!! Berrante chama né 😂😂😂😂😂😂😂😂😂😂😂😂,1,1,0,1,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro
3356,alvesdossantos_carla eterno presidente da papuda! Ou tu prefere Bangu???? VOTE IMPRESSO 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,1,1,0,1,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro
3357,"Está morrendo na política e nao sabe, a cada dia no fundo do poço 😂😂😂",1,0,1,1,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro
3358,"Prezados Deputados e Senadores, com todo respeito, exigimos que pressionem o Sr Pacheco para colocar imediatamente o Impeachment do ditador Alexandre de Moraes",1,0,1,1,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro
3359,"@marcosgyn4114 ..nao é que tú tem razão. o mesmo exército que a esquerda chamava de Ditadores, agora dá aval pra ditadura do PT. Quanto será que os 🍉 tirou dos cofres públicos pra reconhecer a eleição do descondenado?",1,0,1,1,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro
3360,"@fefe_fernanda_ramos porque petista não dá atenção a petista,aí eles vem comentar aqui pra ser esculhambado pela direita!",1,0,1,1,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro
3361,"Alô penalistas, seriam CRIMES PERMANENTES cometidos por A. Moraes, Fachin, Barroso, Toffoli, Dino e o resto da quadrilha, por interferência e manipulação (fraude?) direta nas eleições de 2022, prisão ilegal de brasileiros no 08/01, muitos idosos, doentes e trabalhadores e que morreram na prisão, sem processo, sem defesa, sem provas e sem competência do Supremo para processar e julgar, por perseguição política a Bolsonaro e família, a aliados e apoiadores…???",1,0,1,1,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro
3362,"@adnbarross você já tem seu presidiário, porque quer outro?!",1,0,1,1,https://www.instagram.com/p/C5ep78XPyzw/,Eduardo Bolsonaro
3363,"Papai mandou e filhinho sem noção foi lá e boquejou, boquejou como se os brasileiros fossem todos trouxas, né!",1,1,0,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
3364,Quase não liberaram o meu comentário. Como o pessoal de direita consegue furar a bolha e dizer tanta baixaria?,1,1,0,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
3365,Obrigado por EXTERMINAR o sonho dos meus moleques de ter um PC Gamer pra eles estudarem e se divertirem! O Aliexpress era a única alternativa pra quem ganha um SALÁRIO MÍNIMO como eu de montar um PC sem ter que gastar quase 6 meses de salário comprando os produtos superfaturados do Brasil! Você com seu SALÁRIO GORDO jamais entenderá o quanto essa medida afetou os mais POBRES! COM TODA A CERTEZA! Serei OPOSIÇÃO na próxima eleição!!!,1,0,1,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
3366,@cidaa24 progredido em direção a falência,1,1,0,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
3367,"Esse sim é um Ministro da Fazenda, não aquele ypiranga de meia tigela",1,1,0,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
3368,Vc não administra nem sua casa . Incompetente!,1,0,1,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
3369,"@marcelosousa1994 chora de que ? Ta todo mundo afundado no mesmo barco ue , em vez de ficar ai mamando ovo de político taxador dos mais pobres va procurar cobra-los.",1,0,1,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
3370,Desenrola IDEIA ROUBADA DO CIRO GOMES KKKK,1,1,0,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
3371,"Quantas faculdade de economia vc fez ?? E qual delas vc não colocou?? Vc não entende nada de economia não se oque tá fazendo aí ,vc está acabando com a economia do Brasil",1,0,1,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
3372,"@danielleloana que alegria ler esse comentário de uma petista, boquiaberta. 😮😍👏",1,0,1,1,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
3373,@gabrielam.portella ainda essa idiotice cor ? aff ...,1,0,1,1,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
3374,O objetivo e fazer filhos e o povo continua analfabetos. parabéns socialistas rumo ao comunismo,1,0,1,1,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
3375,"A pessoa tem que ser muito imbecil pra achar que as pessoas vão fazer filho de propósito pra ganhar mais 150,00! Meu Deus! 🤦🏾‍♀️",1,0,1,1,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
3376,Eu espero que vc esteja falando dos ignorantes que elegeram o animal de quatro patas que está em Miami. Foram 4 anos de sofrimento sim...,1,1,1,1,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
3377,@jearlisss para de falar bobagem,1,1,1,1,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
3378,@joaotorresrodrigues vc é um animal.,1,1,1,1,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
3379,@miriammoreira182 quanta ignorância a sua. 🤦🏽‍♂️,1,1,1,1,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
3380,@fabiomagnoo vc não fez conta nenhuma disso kk só repete DISCURSO de opressor,1,1,1,1,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
3381,Dá mesma laia 😂😂😂,1,1,1,1,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
3382,Dois zero a esquerda.,1,1,1,1,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
3383,BOZOLOIDES PIRAM ...LULA ATE 2030🔥🔥🔥🔥🇧🇷🇧🇷🇧🇷,1,1,1,1,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
3384,"@mariade4537lourdes pessoal, deixa a esquerdofrenica aqui, com os 40 seguidores...😂😂😂 ajuda a dar engajamento e a crescer as páginas de direita!!!😂😂😂",1,1,1,1,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
