comentario,label final,normalized_text,rationales_offensive_1_normalized,rationales_offensive_2_normalized,rationales_offensive_1,links_post,rationales_offensive_2
"Cabra bom de peia esse VOMITEI.Tapa na cara ele vai levar do povo em breve nas urnas, quem viver vera!",1.0,cabra bom de peia esse vomitei tapa na cara ele vai levar do povo em breve nas urnas quem viver vera,"['vomitei', 'tapa na cara ele vai levar do povo em breve nas urnas']",['cabra bom de peia esse vomitei'],VOMITEI; Tapa na cara ele vai levar do povo em breve nas urnas,https://www.instagram.com/tv/B5EDfDPhjyf/,Cabra bom de peia esse VOMITEI; 
"Disse TUDO minha deputada federal, NÃO podemos deixar desses jagunços vencerem, independente de raça e credo todos perderemos.",1.0,disse tudo minha deputada federal não podemos deixar desses jagunços vencerem independente de raça e credo todos perderemos,['não podemos deixar desses jagunços vencerem'],['jagunços'],NÃO podemos deixar desses jagunços vencerem,https://www.instagram.com/tv/B5EDfDPhjyf/,jagunços; 
Nossa solidariedade aos agredidos por esse louco descompassado. #racismoécrime,1.0,nossa solidariedade aos agredidos por esse louco descompassado racismoécrime,"['louco descompassado', 'racismoécrime']",['esse louco descompassado'],louco descompassado; #racismoécrime,https://www.instagram.com/tv/B5EDfDPhjyf/,esse louco descompassado; 
Sujeito escroto,1.0,sujeito escroto,['sujeito escroto'],['sujeito escroto'],Sujeito escroto,https://www.instagram.com/tv/B5EDfDPhjyf/,Sujeito escroto; 
"Parabéns deputada Benedita a senhora tem toda razão, racismo é crime.Esse coronel Tadeu é um verme facista é deve ser responsabilizado pelo ato que cometeu.",1.0,parabéns deputada benedita a senhora tem toda razão racismo é crime esse coronel tadeu é um verme fascista é deve ser responsabilizado pelo ato que cometeu,"['é um verme', 'fascista']","['verme', 'fascista']",é um verme; facista,https://www.instagram.com/tv/B5EDfDPhjyf/,verme; facista; 
toma fdp. toma no cano,1.0,toma filho da puta toma no cano,"['toma filho da puta', 'toma no cano']","['toma filho da puta', 'toma no cano']",toma fdp; toma no cano,https://www.instagram.com/tv/B5EDfDPhjyf/,toma fdp; toma no cano; 
Coronéis FDP. vai tomar no cu,1.0,coronéis filho da puta vai tomar no cu,"['coronéis filho da puta', 'vai tomar no cu']","['coronéis filho da puta', 'vai tomar no cu']",Coronéis FDP; vai tomar no cu,https://www.instagram.com/tv/B5EDfDPhjyf/,Coronéis FDP; vai tomar no cu; 
Nossa que emocionante 😂😂😂😂😂 ... é muita cara de pau ... 🤦🏻‍♂️,1.0,nossa que emocionante é muita cara de pau,['é muita cara de pau'],['é muita cara de pau'],é muita cara de pau,https://www.instagram.com/tv/B5EDfDPhjyf/,é muita cara de pau; 
Essa esquerda é uma PIADA!!,1.0,essa esquerda é uma piada,['essa esquerda é uma piada'],['piada'],Essa esquerda é uma PIADA,https://www.instagram.com/tv/B5EDfDPhjyf/,PIADA; 
Jogue duro com esses racistas do inferno!💪💪,1.0,jogue duro com esses racistas do inferno,['jogue duro com esses racistas do inferno'],['racistas do inferno'],Jogue duro com esses racistas do inferno,https://www.instagram.com/tv/B5EDfDPhjyf/,racistas do inferno; 
Deputado racista verme fora lixos do psl,1.0,deputado racista verme fora lixos do coligação,"['racista', 'verme', 'fora lixos do coligação']","['racista', 'verme', 'fora lixos do coligação']",racista; verme; fora lixos do psl,https://www.instagram.com/tv/B5EDfDPhjyf/,racista; verme; fora lixos do psl; 
Cadeia nessi mizeravel disgrasado que feis isso aí esse disgrasado estava aí si amostrando o dominador momtrando a todos nós negros incruindo eu um cara maldito esse cara estava demostrando ali naquele momento a guria dele comtra nois negros desse país,1.0,cadeia nessa miserável desgraçado que féis isso aí esse desgraçado estava aí si amostrando o dominador mostrando a todos nós negros incluindo eu um cara maldito esse cara estava demostrando ali naquele momento a guria dele contra nós negros desse país,"['cadeia nessa miserável desgraçado', 'desgraçado estava aí si amostrando o dominador', 'um cara maldito esse cara estava demostrando ali naquele momento a guria dele contra nós negros desse país']","['miserável', 'desgraçado', 'maldito']",Cadeia nessi mizeravel disgrasado; disgrasado estava aí si amostrando o dominador; um cara maldito esse cara estava demostrando ali naquele momento a guria dele comtra nois negros desse país,https://www.instagram.com/tv/B5EDfDPhjyf/,mizeravel; disgrasado; maldito; 
Esse miZeravel e um ele estava demostrando ali naquele momento estava demostrando a sua guria comtra todos nós negros incruindo eu isso e inaceitável um disgrasado dessis aí fazendo amessas para todos nós tem que ser punido pela lei não pode aceitar jamais tudo isso que esse miZeravel feis,1.0,esse miserável e um ele estava demostrando ali naquele momento estava demostrando a sua guria contra todos nós negros incluindo eu isso e inaceitável um desgraçado desseis aí fazendo avessas para todos nós tem que ser punido pela lei não pode aceitar jamais tudo isso que esse miserável féis,"['esse miserável', 'contra todos nós negros', 'inaceitável', 'um desgraçado', 'fazendo avessas', 'punido', 'não pode aceitar jamais tudo isso', 'miserável']","['miserável', 'desgraçado']",Esse miZeravel; comtra todos nós negros; inaceitável; um disgrasado; fazendo amessas; punido; não pode aceitar jamais tudo isso; miZeravel,https://www.instagram.com/tv/B5EDfDPhjyf/,miZeravel; disgrasado; 
Pra todos nós que Samos milhões de negros nessi país incruindo eu esse miZeravel tem que ser punido pela lei isso e inaceitável🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1.0,pra todos nós que somos milhões de negros nessa país incluindo eu esse miserável tem que ser punido pela lei isso e inaceitável 🇷,['esse miserável tem que ser punido pela lei'],['miserável'],esse miZeravel tem que ser punido pela lei,https://www.instagram.com/tv/B5EDfDPhjyf/,miZeravel; 
PT não tem moral pra cobra e nem fala nada de ninguém. Corja de vagabundos,1.0,parte não tem moral pra cobra e nem fala nada de ninguém corja de vagabundos,"['parte não tem moral pra cobra e nem fala nada de ninguém', 'corja de vagabundos']","['não tem moral', 'corja de vagabundos']",PT não tem moral pra cobra e nem fala nada de ninguém. Corja de vagabundos,https://www.instagram.com/tv/B5EDfDPhjyf/, não tem moral; Corja de vagabundos; 
Manda esse vagabundo de volta pra cadeia.,1.0,manda esse vagabundo de volta pra cadeia,['manda esse vagabundo de volta pra cadeia'],['vagabundo'],Manda esse vagabundo de volta pra cadeia,https://www.instagram.com/p/B5TOC02JF6X/,vagabundo; 
Toma vagabundo😂👏,1.0,toma vagabundo,['toma vagabundo'],['toma vagabundo'],Toma vagabundo,https://www.instagram.com/p/B5TOC02JF6X/,Toma vagabundo; 
Por q sabe q vai ser mais uma condenação né infeliz????????🤮🤮🤮🤮🤮🤮🤮,1.0,por que sabe que vai ser mais uma condenação não é infeliz,['mais uma condenação não é infeliz'],['infeliz'],mais uma condenação né infeliz,https://www.instagram.com/p/B5TOC02JF6X/,infeliz
Ficam perdendo tempo com essa merda,1.0,ficam perdendo tempo com essa merda,['ficam perdendo tempo com essa merda'],['essa merda'],Ficam perdendo tempo com essa merda,https://www.instagram.com/p/B5TOC02JF6X/,essa merda; 
Manda esse Lalau pra Cuba com passagem só ida..,1.0,manda esse lalau pra cuba com passagem só ida,['manda esse lalau pra cuba com passagem só ida'],['esse lalau'],Manda esse Lalau pra Cuba com passagem só ida,https://www.instagram.com/p/B5TOC02JF6X/,esse Lalau;
"Não é possível, que não haja, um único Ministro dígno, naquele pinico.",1.0,não é possível que não haja um único ministro digno naquele pinico,['não é possível que não haja um único ministro digno naquele pinico'],"['um único ministro digno', 'naquele pinico']","Não é possível, que não haja, um único Ministro dígno, naquele pinico",https://www.instagram.com/p/B5TOC02JF6X/,um único Ministro dígno; naquele pinico
Joice Rasselman é uma maluca,1.0,joice rastelam é uma maluca,['é uma maluca'],['maluca'],é uma maluca,https://www.instagram.com/p/B5TOC02JF6X/,maluca
"Qual o medo de ser julgado? O bandido quer usar o STF para proteger ele mas não deu. O maduro do Brasil (Lula), tem que ser impedido, pq se voltar ao poder com dinheiro roubado, Brasil já era.",1.0,qual o medo de ser julgado o bandido quer usar o senado para proteger ele mas não deu o maduro do brasil lula tem que ser impedido porque se voltar ao poder com dinheiro roubado brasil já era,"['bandido', 'quer usar o senado para proteger ele', 'o maduro do brasil', 'dinheiro roubado']","['bandido', 'o maduro do brasil']",bandido; quer usar o STF para proteger ele; O maduro do Brasil; dinheiro roubado,https://www.instagram.com/p/B5TOC02JF6X/,bandido; O maduro do Brasil; 
Lugar de ladrão é na cadeia Lula bandido,1.0,lugar de ladrão é na cadeia lula bandido,"['lugar de ladrão é na cadeia', 'bandido']",['bandido'],Lugar de ladrão é na cadeia; bandido,https://www.instagram.com/p/B5TOC02JF6X/,bandido; 
Atentos e vigilantes para impedir que esta criatura parida pelo diabo tenha voz.,1.0,atentos e vigilantes para impedir que esta criatura parida pelo diabo tenha voz,['criatura parida pelo diabo'],['criatura parida pelo diabo'],criatura parida pelo diabo,https://www.instagram.com/p/B5TOC02JF6X/,criatura parida pelo diabo; 
"Obrigado excelência, muito obrigado esse safado saquiou nosso Brasil 👏👏👏👏👏👏",1.0,obrigado excelência muito obrigado esse safado maquiou nosso brasil,"['esse safado', 'maquiou nosso brasil']",['safado'],esse safado; saquiou nosso Brasil,https://www.instagram.com/p/B5TOC02JF6X/,safado; 
Tem que ir para a cadeia!!,1.0,tem que ir para a cadeia,['tem que ir para a cadeia'],['tem que ir para a cadeia'],Tem que ir para a cadeia,https://www.instagram.com/p/B5TOC02JF6X/,Tem que ir para a cadeia; 
"Parabens ministro Fschin, se o sr pudesse mandar logo esse lulopetista logo para o presidio, seria muito bom mesmo",1.0,parabéns ministro fascina se o senhor pudesse mandar logo esse petista logo para o presidio seria muito bom mesmo,['mandar logo esse petista logo para o presidio'],['petista'],mandar logo esse lulopetista logo para o presidio,https://www.instagram.com/p/B5TOC02JF6X/,lulopetista; 
"Olha a cara desse lula gente , acho que só pela cara de safado deveria ficar preso",1.0,olha a cara desse lula gente acho que só pela cara de safado deveria ficar preso,['só pela cara de safado deveria ficar preso'],['cara de safado'],só pela cara de safado deveria ficar preso,https://www.instagram.com/p/B5TOC02JF6X/,cara de safado; 
Esse ladrão tem que voltar pra onde ele nunca deveria ter saído,1.0,esse ladrão tem que voltar pra onde ele nunca deveria ter saído,['esse ladrão tem que voltar pra onde ele nunca deveria ter saído'],['esse ladrão'],Esse ladrão tem que voltar pra onde ele nunca deveria ter saído,https://www.instagram.com/p/B5TOC02JF6X/,Esse ladrão;
"Vai, toma seu verme....",1.0,vai toma seu verme,['toma seu verme'],['prisão até morrer'],toma seu verme,https://www.instagram.com/p/B5TOC02JF6X/,prisão até morrer; 
Agora: prisão até morrer!!!,1.0,agora prisão até morrer,['prisão até morrer'],['toma seu verme'],prisão até morrer,https://www.instagram.com/p/B5TOC02JF6X/,toma seu verme;
"Vai adiantar o que ?? Se condenado, continuará livre, pode recorrer a vida inteira 😏Esse STF é um lixo .. Uma vergonha",1.0,vai adiantar o que se condenado continuará livre pode recorrer a vida inteira se senado é um lixo uma vergonha,"['se condenado continuará livre', 'esse senado é um lixo', 'uma vergonha']","['uma vergonha', 'senado é um lixo']","Se condenado, continuará livre; Esse STF é um lixo; Uma vergonha",https://www.instagram.com/p/B5TOC02JF6X/,Uma vergonha; STF é um lixo; 
Que ladrão tem que ir para cadeia,1.0,que ladrão tem que ir para cadeia,['que ladrão tem que ir para cadeia'],['ladrão'],Que ladrão tem que ir para cadeia,https://www.instagram.com/p/B5TOC02JF6X/,ladrão; 
Têm quê pegar 100 anos,1.0,têm quê pegar 100 anos,['têm quê pegar 100 anos'],['têm quê pegar 100 anos'],Têm quê pegar 100 anos,https://www.instagram.com/p/B5TOC02JF6X/,Têm quê pegar 100 anos; 
30 anos estaria de bom tamanho para tamanho corrupto e ladrão!!! Estamos aguardando...,1.0,30 anos estaria de bom tamanho para tamanho corrupto e ladrão estamos aguardando,['30 anos estaria de bom tamanho para tamanho corrupto e ladrão'],"['corrupto', 'ladrão']",30 anos estaria de bom tamanho para tamanho corrupto e ladrão,https://www.instagram.com/p/B5TOC02JF6X/,corrupto; ladrão; 
"UAUUUUUUUUUUU, ENGULAM ESQUERDA",1.0,uau engulam esquerda,['engulam esquerda'],['engulam esquerda'],ENGULAM ESQUERDA,https://www.instagram.com/p/B5TOC02JF6X/,ENGULAM ESQUERDA; 
O STF não é inteiramente PODRE! Tiramos as maçãs podres e teremos magistrados sérios e isentos.,1.0,o senado não é inteiramente podre tiramos as maçãs podres e teremos magistrados sérios e isentos,"['não é inteiramente podre', 'tiramos as maçãs podres']","['podre', 'maçãs podres']",não é inteiramente PODRE; Tiramos as maçãs podres ,https://www.instagram.com/p/B5TOC02JF6X/,PODRE; maçãs podres; 
Como essa gente e.destituida de qualquer mencao de razao a ignorancia e.tao .grande que e inconcebivel acreditar nesse pensamentotao mediocre e pauperrimo.de livrar se dos atos de bom vivan desse crapula e verme que gracas a tudo .esta.sendo .escurracado dos nossos locais de convivio essa pessoa escrota queva se.hanituando a nao.ser nada pois nada e nada comforme se acabou .,1.0,como essa gente e destituída de qualquer aureola de razão a ignorância e estão grande que e inconcebível acreditar nesse pensamentar medíocre e pauperrimode livrar se dos atos de bom emilia desse alei e verme que graças a tudo esta sendo escorraçado dos nossos locais de convívio essa pessoa escrota queda se hanituando a não ser nada pois nada e nada conforme se acabou,"['destituída de qualquer aureola de razão a ignorância', 'medíocre', 'paupérrimo', 'alei', 'verme', 'essa pessoa escrota']","['medíocre', 'paupérrimo', 'alei', 'verme', 'pessoa escrota']",destituida de qualquer mencao de razao a ignorancia; mediocre; pauperrimo; crapula; verme; essa pessoa escrota,https://www.instagram.com/p/B5TOC02JF6X/, mediocre; pauperrimo; crapula; verme; pessoa escrota
"MUITO BEM FACCHIN , NAO DA MOLESA PARA ESSE LOUCO , PSICOPATA, BEBADO. CADEIA PARA ELE.",1.0,muito bem facciona não da moleza para esse louco psicopata bêbado cadeia para ele,"['não da moleza para esse louco psicopata bêbado', 'cadeia para ele']","['louco', 'psicopata', 'bêbado']","NAO DA MOLESA PARA ESSE LOUCO , PSICOPATA, BEBADO; CADEIA PARA ELE",https://www.instagram.com/p/B5TOC02JF6X/,LOUCO; PSICOPATA; BEBADO; 
Que seja condenado,1.0,que seja condenado,['que seja condenado'],['que seja condenado'],Que seja condenado,https://www.instagram.com/p/B5TOC02JF6X/,Que seja condenado; 
Não vejo a hora de ver esse demônio de 9 dedos na cadeia novamente!!!,1.0,não vejo a hora de ver esse demônio de 9 dedos na cadeia novamente,['ver esse demônio de 9 dedos na cadeia novamente'],['demônio de 9 dedos'],ver esse demônio de 9 dedos na cadeia novamente,https://www.instagram.com/p/B5TOC02JF6X/,demônio de 9 dedos; 
